year,month,time,index,error,SElo,SEup,metric,timeseries,lat,lon,depth,order
1956,1,1956-01,-1.11,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1956,2,1956-02,-0.76,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1956,3,1956-03,-0.63,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1956,4,1956-04,-0.54,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1956,5,1956-05,-0.52,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1956,6,1956-06,-0.51,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1956,7,1956-07,-0.57,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1956,8,1956-08,-0.55,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1956,9,1956-09,-0.46,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1956,10,1956-10,-0.42,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1956,11,1956-11,-0.43,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1956,12,1956-12,-0.43,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1957,1,1957-01,-0.25,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1957,2,1957-02,0.06,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1957,3,1957-03,0.41,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1957,4,1957-04,0.72,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1957,5,1957-05,0.92,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1957,6,1957-06,1.11,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1957,7,1957-07,1.25,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1957,8,1957-08,1.32,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1957,9,1957-09,1.33,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1957,10,1957-10,1.39,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1957,11,1957-11,1.53,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1957,12,1957-12,1.74,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1958,1,1958-01,1.81,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1958,2,1958-02,1.66,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1958,3,1958-03,1.27,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1958,4,1958-04,0.93,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1958,5,1958-05,0.74,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1958,6,1958-06,0.64,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1958,7,1958-07,0.57,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1958,8,1958-08,0.43,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1958,9,1958-09,0.39,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1958,10,1958-10,0.44,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1958,11,1958-11,0.5,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1958,12,1958-12,0.61,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1959,1,1959-01,0.61,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1959,2,1959-02,0.62,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1959,3,1959-03,0.52,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1959,4,1959-04,0.33,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1959,5,1959-05,0.2,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1959,6,1959-06,-0.07,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1959,7,1959-07,-0.18,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1959,8,1959-08,-0.28,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1959,9,1959-09,-0.09,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1959,10,1959-10,-0.03,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
