time,"fraction below threshold ""mn_75kmS"""
1980-01-01,0.19876658203784148
1980-02-01,0.11840279743154984
1980-03-01,0.007376166286442368
1980-04-01,0.09834132595897331
1980-05-01,0.11248859487497807
1980-06-01,0.17441960935541223
1980-07-01,0.15369835618241304
1980-08-01,0.5804027421646748
1980-09-01,0.20220590590805385
1980-10-01,0.11153350866016574
1980-11-01,0.00462732399698078
1980-12-01,0.0
1981-01-01,0.0
1981-02-01,0.0
1981-03-01,0.0076552248843072355
1981-04-01,0.07581581056666281
1981-05-01,0.10482985338031921
1981-06-01,0.0774371606201127
1981-07-01,0.34183045820348223
1981-08-01,0.12482087403488162
1981-09-01,0.09905156352955098
1981-10-01,0.025320898688298243
1981-11-01,0.6013529988719457
1981-12-01,0.013267918790537066
1982-01-01,0.743648291987
1982-02-01,0.8526395257496888
1982-03-01,0.6980389948729048
1982-04-01,0.6738463870977822
1982-05-01,0.7501629979585283
1982-06-01,0.957403078821841
1982-07-01,0.18136358949235157
1982-08-01,0.060006959524534935
1982-09-01,0.09006430058840643
1982-10-01,0.07320311362695789
1982-11-01,0.23419584043717523
1982-12-01,0.035254295394377196
1983-01-01,0.0675708871304624
1983-02-01,0.13190465510249258
1983-03-01,0.0
1983-04-01,0.0
1983-05-01,0.024109539409145852
1983-06-01,0.2481912822550646
1983-07-01,0.01818049634653052
1983-08-01,0.002966254467736836
1983-09-01,0.007442948790380852
1983-10-01,0.12814446566782953
1983-11-01,0.31263652179499096
1983-12-01,0.0
1984-01-01,0.16458203096589336
1984-02-01,0.5517675514812526
1984-03-01,0.31838781901995694
1984-04-01,0.4802646764719444
1984-05-01,0.015062700894283814
1984-06-01,0.596922097043822
1984-07-01,0.2743829359745439
1984-08-01,0.016459041803390643
1984-09-01,0.0239981238200678
1984-10-01,0.025915604891117057
1984-11-01,0.47402854518483045
1984-12-01,0.019080241966412496
1985-01-01,0.3287714046824593
1985-02-01,0.9907566937113669
1985-03-01,1.0
1985-04-01,1.0
1985-05-01,0.21202282520994306
1985-06-01,0.7365662484480896
1985-07-01,0.4709749401654871
1985-08-01,0.1262354805158097
1985-09-01,0.035946692605669725
1985-10-01,0.5777765582263917
1985-11-01,1.0
1985-12-01,0.7475133059279738
1986-01-01,0.526873108602732
1986-02-01,0.587259546079309
1986-03-01,0.09124800155797927
1986-04-01,0.46726594637788565
1986-05-01,0.10018376146662673
