time,"fraction below threshold ""mn_75kmS"""
1980-01-01,0.39311939920997463
1980-02-01,0.30173747288940245
1980-03-01,0.3540027580595206
1980-04-01,0.4549855776662194
1980-05-01,0.3793119957943186
1980-06-01,0.9959201244227683
1980-07-01,0.5015676648371091
1980-08-01,0.3130098883733135
1980-09-01,0.31952200945241577
1980-10-01,0.5373188625556746
1980-11-01,0.9473827852644581
1980-12-01,0.2915847372481085
1981-01-01,0.27808270999477197
1981-02-01,0.39596641841412833
1981-03-01,0.35659772621727165
1981-04-01,0.5077527635298849
1981-05-01,0.33500538966055976
1981-06-01,0.5606503688027392
1981-07-01,0.33507378381179326
1981-08-01,0.32084885413141007
1981-09-01,0.4100206034924137
1981-10-01,0.524904298463145
1981-11-01,0.9195368469761612
1981-12-01,0.4169161412307326
1982-01-01,0.7288919747763033
1982-02-01,0.7035737713889174
1982-03-01,0.5563724944473672
1982-04-01,0.5384815215018407
1982-05-01,0.4423205858879102
1982-06-01,1.0
1982-07-01,0.7263824093942418
1982-08-01,0.447028664469109
1982-09-01,0.3583973769663216
1982-10-01,0.3693746153115253
1982-11-01,0.6074816420613212
1982-12-01,0.2954826251351702
1983-01-01,0.19222596603925127
1983-02-01,0.1291010540502072
1983-03-01,0.275050100713703
1983-04-01,0.4876243705575026
1983-05-01,0.32786429511987725
1983-06-01,0.9396174058284563
1983-07-01,0.47681803430365427
1983-08-01,0.2095386434171037
1983-09-01,0.0
1983-10-01,0.03887925654558722
1983-11-01,0.34866234378951344
1983-12-01,0.2599790371574305
1984-01-01,0.38937248355847
1984-02-01,0.3966281049487314
1984-03-01,0.3781294740564297
1984-04-01,0.4534304423215092
1984-05-01,0.42575906418900017
1984-06-01,0.7441194282245016
1984-07-01,0.3816582129447376
1984-08-01,0.2246396611388722
1984-09-01,0.010873967181294623
1984-10-01,0.38923066054510075
1984-11-01,0.8599802751356147
1984-12-01,0.4853180789766052
1985-01-01,0.7473842625868541
1985-02-01,0.840381188108398
1985-03-01,0.9967008946483766
1985-04-01,0.6308027579571186
1985-05-01,0.47575791237838233
1985-06-01,0.993587673274432
1985-07-01,0.43403138714013845
1985-08-01,0.3885925242140451
1985-09-01,0.34072896000492625
1985-10-01,0.3749558541649964
1985-11-01,0.8648096125445394
1985-12-01,0.5314093957333514
1986-01-01,0.44785258918121174
1986-02-01,0.4949039122242379
1986-03-01,0.46851672529079585
1986-04-01,0.44627998864872104
1986-05-01,0.4454718095410615
1986-06-01,0.8920048728962655
1986-07-01,0.4548902036062519
1986-08-01,0.43787336835959034
1986-09-01,0.4515582162621584
1986-10-01,0.4232919952847976
1986-11-01,0.5019021227949684
1986-12-01,0.06463875884389698
1987-01-01,0.40164034798494275
1987-02-01,0.48125102103042117
1987-03-01,0.5434347229942663
1987-04-01,0.44713438101658376
1987-05-01,0.3423235952021711
1987-06-01,0.9632688307312373
1987-07-01,0.7657307166080564
1987-08-01,0.3424702944285643
1987-09-01,0.3551247017822937
1987-10-01,0.3012271023268287
1987-11-01,0.5211629962054684
1987-12-01,0.4320437344336141
1988-01-01,0.8466651051657711
1988-02-01,0.8344938327490088
1988-03-01,0.47252460374337346
1988-04-01,0.39869385710808936
1988-05-01,0.4783895850310202
1988-06-01,0.9983521120344199
1988-07-01,0.5121826614260647
1988-08-01,0.3799530445316492
1988-09-01,0.378776125566784
1988-10-01,0.4455103899542054
1988-11-01,1.0
1988-12-01,0.6618592334455804
1989-01-01,0.9719926111035412
1989-02-01,0.9835236500303085
1989-03-01,0.9262048318611739
1989-04-01,0.44091210114742196
1989-05-01,0.4457640580514211
1989-06-01,1.0
1989-07-01,0.48002706377918114
1989-08-01,0.414634530715735
1989-09-01,0.42174519837608443
1989-10-01,0.48542466325144856
1989-11-01,0.5558105135669312
1989-12-01,0.1332363107204339
1990-01-01,0.4334829807959063
1990-02-01,0.7168951392793117
1990-03-01,0.6573826993406697
1990-04-01,0.43042917150818616
1990-05-01,0.4082753854988486
1990-06-01,0.8165270745382942
1990-07-01,0.39342295090404333
1990-08-01,0.3386618405676057
1990-09-01,0.3275560918987176
1990-10-01,0.3336001017580908
1990-11-01,0.484731161746928
1990-12-01,0.3257351262591956
1991-01-01,0.5137600046194059
1991-02-01,0.4312840197788578
1991-03-01,0.6742386757997423
1991-04-01,0.6437818687931266
1991-05-01,0.6528206897476762
