year,time,index,error,SElo,SEup,metric,timeseries,lat,lon,depth,order
1950,1950,5.089,0.1478000000000006,4.9412,5.236800000000001,DO (ml/L),Winter Dissolved Oxygen at 150 m: 900_900 (31.41N -121.99W),31.412856790909096,-121.99233940303029,150.0,1.0
1951,1951,4.702000000000001,0.3969374761848521,4.305062523815149,5.098937476184853,DO (ml/L),Winter Dissolved Oxygen at 150 m: 900_900 (31.41N -121.99W),31.412856790909096,-121.99233940303029,150.0,1.0
1952,1952,5.143782051282051,0.005448717948717707,5.138333333333334,5.149230769230769,DO (ml/L),Winter Dissolved Oxygen at 150 m: 900_900 (31.41N -121.99W),31.412856790909096,-121.99233940303029,150.0,1.0
1953,1953,3.7552250000000003,0.183975,3.57125,3.9392000000000005,DO (ml/L),Winter Dissolved Oxygen at 150 m: 900_900 (31.41N -121.99W),31.412856790909096,-121.99233940303029,150.0,1.0
1954,1954,nan,nan,nan,nan,DO (ml/L),Winter Dissolved Oxygen at 150 m: 900_900 (31.41N -121.99W),31.412856790909096,-121.99233940303029,150.0,1.0
1955,1955,nan,nan,nan,nan,DO (ml/L),Winter Dissolved Oxygen at 150 m: 900_900 (31.41N -121.99W),31.412856790909096,-121.99233940303029,150.0,1.0
1956,1956,nan,nan,nan,nan,DO (ml/L),Winter Dissolved Oxygen at 150 m: 900_900 (31.41N -121.99W),31.412856790909096,-121.99233940303029,150.0,1.0
1957,1957,nan,nan,nan,nan,DO (ml/L),Winter Dissolved Oxygen at 150 m: 900_900 (31.41N -121.99W),31.412856790909096,-121.99233940303029,150.0,1.0
1958,1958,4.45921568627451,0.34745098039215705,4.1117647058823525,4.806666666666667,DO (ml/L),Winter Dissolved Oxygen at 150 m: 900_900 (31.41N -121.99W),31.412856790909096,-121.99233940303029,150.0,1.0
1959,1959,4.01,0.0,4.01,4.01,DO (ml/L),Winter Dissolved Oxygen at 150 m: 900_900 (31.41N -121.99W),31.412856790909096,-121.99233940303029,150.0,1.0
1960,1960,3.983587719298246,0.13744264367957734,3.8461450756186686,4.121030362977823,DO (ml/L),Winter Dissolved Oxygen at 150 m: 900_900 (31.41N -121.99W),31.412856790909096,-121.99233940303029,150.0,1.0
1961,1961,3.7,0.0,3.7,3.7,DO (ml/L),Winter Dissolved Oxygen at 150 m: 900_900 (31.41N -121.99W),31.412856790909096,-121.99233940303029,150.0,1.0
1962,1962,4.834545454545454,0.0,4.834545454545454,4.834545454545454,DO (ml/L),Winter Dissolved Oxygen at 150 m: 900_900 (31.41N -121.99W),31.412856790909096,-121.99233940303029,150.0,1.0
1963,1963,3.7678947368421056,0.0,3.7678947368421056,3.7678947368421056,DO (ml/L),Winter Dissolved Oxygen at 150 m: 900_900 (31.41N -121.99W),31.412856790909096,-121.99233940303029,150.0,1.0
1964,1964,5.11375,0.0,5.11375,5.11375,DO (ml/L),Winter Dissolved Oxygen at 150 m: 900_900 (31.41N -121.99W),31.412856790909096,-121.99233940303029,150.0,1.0
1965,1965,3.2891666666666666,0.0,3.2891666666666666,3.2891666666666666,DO (ml/L),Winter Dissolved Oxygen at 150 m: 900_900 (31.41N -121.99W),31.412856790909096,-121.99233940303029,150.0,1.0
1966,1966,nan,nan,nan,nan,DO (ml/L),Winter Dissolved Oxygen at 150 m: 900_900 (31.41N -121.99W),31.412856790909096,-121.99233940303029,150.0,1.0
1967,1967,nan,nan,nan,nan,DO (ml/L),Winter Dissolved Oxygen at 150 m: 900_900 (31.41N -121.99W),31.412856790909096,-121.99233940303029,150.0,1.0
1968,1968,nan,nan,nan,nan,DO (ml/L),Winter Dissolved Oxygen at 150 m: 900_900 (31.41N -121.99W),31.412856790909096,-121.99233940303029,150.0,1.0
1969,1969,3.0977499999999996,0.0,3.0977499999999996,3.0977499999999996,DO (ml/L),Winter Dissolved Oxygen at 150 m: 900_900 (31.41N -121.99W),31.412856790909096,-121.99233940303029,150.0,1.0
1970,1970,nan,nan,nan,nan,DO (ml/L),Winter Dissolved Oxygen at 150 m: 900_900 (31.41N -121.99W),31.412856790909096,-121.99233940303029,150.0,1.0
1971,1971,5.039499999999999,0.0,5.039499999999999,5.039499999999999,DO (ml/L),Winter Dissolved Oxygen at 150 m: 900_900 (31.41N -121.99W),31.412856790909096,-121.99233940303029,150.0,1.0
1972,1972,nan,nan,nan,nan,DO (ml/L),Winter Dissolved Oxygen at 150 m: 900_900 (31.41N -121.99W),31.412856790909096,-121.99233940303029,150.0,1.0
1973,1973,nan,nan,nan,nan,DO (ml/L),Winter Dissolved Oxygen at 150 m: 900_900 (31.41N -121.99W),31.412856790909096,-121.99233940303029,150.0,1.0
1974,1974,nan,nan,nan,nan,DO (ml/L),Winter Dissolved Oxygen at 150 m: 900_900 (31.41N -121.99W),31.412856790909096,-121.99233940303029,150.0,1.0
1975,1975,nan,nan,nan,nan,DO (ml/L),Winter Dissolved Oxygen at 150 m: 900_900 (31.41N -121.99W),31.412856790909096,-121.99233940303029,150.0,1.0
1976,1976,nan,nan,nan,nan,DO (ml/L),Winter Dissolved Oxygen at 150 m: 900_900 (31.41N -121.99W),31.412856790909096,-121.99233940303029,150.0,1.0
1977,1977,nan,nan,nan,nan,DO (ml/L),Winter Dissolved Oxygen at 150 m: 900_900 (31.41N -121.99W),31.412856790909096,-121.99233940303029,150.0,1.0
1978,1978,4.126984126984127,0.475873015873016,3.6511111111111116,4.602857142857143,DO (ml/L),Winter Dissolved Oxygen at 150 m: 900_900 (31.41N -121.99W),31.412856790909096,-121.99233940303029,150.0,1.0
1979,1979,nan,nan,nan,nan,DO (ml/L),Winter Dissolved Oxygen at 150 m: 900_900 (31.41N -121.99W),31.412856790909096,-121.99233940303029,150.0,1.0
