time,"fraction below threshold ""mn_75kmS"""
1982-01-01,0.5708608575160826
1982-02-01,0.4632344320631908
1982-03-01,0.432888986442799
1982-04-01,0.3884825413964379
1982-05-01,0.7181009509190978
1982-06-01,0.5748470122460586
1982-07-01,0.33203146367413805
1982-08-01,0.1706578685493918
1982-09-01,0.22155336234336542
1982-10-01,0.1332342833275219
1982-11-01,0.10328802045313344
1982-12-01,0.0
1983-01-01,0.0
1983-02-01,0.0
1983-03-01,0.0
1983-04-01,0.18995646784861667
1983-05-01,0.09543259445444774
1983-06-01,0.31027614169371104
1983-07-01,0.11775015397857885
1983-08-01,0.0
1983-09-01,0.0
1983-10-01,0.0
1983-11-01,0.0
1983-12-01,0.0
1984-01-01,0.007396802712632951
1984-02-01,0.189547244773368
1984-03-01,0.21209462970988152
1984-04-01,0.7218687719550398
1984-05-01,0.3459294053175446
1984-06-01,0.7525191264429113
1984-07-01,0.16901409390305122
1984-08-01,0.06600250822721965
1984-09-01,0.18331586945353034
1984-10-01,0.3313880446024572
1984-11-01,0.8469992290758359
1984-12-01,0.11648459715441055
1985-01-01,0.4114710247485229
1985-02-01,0.7406701290786221
1985-03-01,0.961653452941685
1985-04-01,0.8701527812611946
1985-05-01,0.5944033670567609
1985-06-01,0.3903866564446688
1985-07-01,0.2800976020890977
1985-08-01,0.06558686919129829
1985-09-01,0.1977687581154291
1985-10-01,0.5014342947989432
1985-11-01,1.0
1985-12-01,0.5618184623762067
1986-01-01,0.2338534059217523
1986-02-01,0.007240938447270179
1986-03-01,0.0
1986-04-01,0.3230700291824576
1986-05-01,0.6164801855285096
1986-06-01,0.23519472749574855
1986-07-01,0.24928896932879477
1986-08-01,0.18939026566208234
1986-09-01,0.2416337977155622
1986-10-01,0.41118325048082993
1986-11-01,0.8089671081171964
1986-12-01,0.0
1987-01-01,0.27091305140839006
1987-02-01,0.21918109856851575
1987-03-01,0.4704048285227578
1987-04-01,0.5328873622301914
1987-05-01,0.15470685904014111
1987-06-01,0.5983225981978825
1987-07-01,0.20573384122470031
1987-08-01,0.07259338180776932
1987-09-01,0.18256329398184917
1987-10-01,0.06574064554575594
1987-11-01,0.35897249818083116
1987-12-01,0.10166229675918559
1988-01-01,0.831976488487504
1988-02-01,0.642502409395457
1988-03-01,0.5974899426122688
1988-04-01,0.6425519610880029
1988-05-01,0.38709536115029225
1988-06-01,0.3625164187552795
1988-07-01,0.3395163071274139
1988-08-01,0.07991315642777147
1988-09-01,0.5749469737789492
1988-10-01,0.64312122499664
1988-11-01,0.9160754749674944
1988-12-01,0.6064987274608377
1989-01-01,1.0
1989-02-01,1.0
1989-03-01,0.9310966216395671
1989-04-01,0.18972413664466192
1989-05-01,0.24229995546526334
1989-06-01,0.45027923741339104
1989-07-01,0.40162944999555467
1989-08-01,0.22738285063231045
1989-09-01,0.24846328936546175
1989-10-01,0.30067376034222565
1989-11-01,0.45750881249137487
1989-12-01,0.0
1990-01-01,0.4330676766933929
1990-02-01,0.8317571108380175
1990-03-01,0.9464110421873995
1990-04-01,0.4714742702187248
1990-05-01,0.4648660650375024
1990-06-01,0.3345569165318648
1990-07-01,0.15426572406001132
1990-08-01,0.0509219657880262
1990-09-01,0.04425029721911699
1990-10-01,0.4428735204106678
1990-11-01,0.7659203564698795
1990-12-01,0.5633212485627218
1991-01-01,0.7865925302684549
1991-02-01,0.7560358414934931
1991-03-01,0.7635340295181471
1991-04-01,0.9008307464679368
1991-05-01,1.0
1991-06-01,1.0
1991-07-01,0.45533298994089
1991-08-01,0.021722815341810538
1991-09-01,0.353195241990426
1991-10-01,0.2932742928941237
1991-11-01,0.984661381176674
1991-12-01,0.6802400998443472
1992-01-01,0.5094372304345093
1992-02-01,0.0
1992-03-01,0.0
1992-04-01,0.0
1992-05-01,0.0
1992-06-01,0.2940043423591956
1992-07-01,0.0
1992-08-01,0.15424205410507552
1992-09-01,0.2708847556637113
1992-10-01,0.10885072402332736
1992-11-01,0.37409630246231346
1992-12-01,0.043445630683621075
1993-01-01,0.530110224323894
1993-02-01,0.38136609482343936
1993-03-01,0.18936380262261548
1993-04-01,0.04456442035530877
1993-05-01,0.0
1993-06-01,0.17738035066121885
1993-07-01,0.29479792684864004
1993-08-01,0.0803804746165642
1993-09-01,0.3154168186234991
1993-10-01,0.2204250755872998
1993-11-01,0.47135823744310235
1993-12-01,0.04355079184595662
1994-01-01,0.09480759795046725
1994-02-01,0.43331929159770866
1994-03-01,0.2553165860352985
1994-04-01,0.36762320929403375
1994-05-01,0.3179518170696098
1994-06-01,0.6853003638481
1994-07-01,0.4592076459004829
1994-08-01,0.1696258995560418
1994-09-01,0.12522341989872637
1994-10-01,0.31544060797291124
1994-11-01,1.0
1994-12-01,0.5598762724294687
1995-01-01,0.41824717020017504
1995-02-01,0.06529993217737073
1995-03-01,0.0
1995-04-01,0.32574953374815313
1995-05-01,0.406428378892186
1995-06-01,0.7842943798685822
1995-07-01,0.07337061149260067
1995-08-01,0.22021669790016218
1995-09-01,0.3045473104104814
1995-10-01,0.31009162723131783
1995-11-01,0.6786121770533882
1995-12-01,0.0
1996-01-01,0.04455837526372822
1996-02-01,0.0
1996-03-01,0.21116684732145388
1996-04-01,0.0804755342599853
1996-05-01,0.36284366110577543
1996-06-01,0.7849138245294125
1996-07-01,0.361120604796063
1996-08-01,0.28701419723300076
1996-09-01,0.5111292352257857
1996-10-01,0.5501380097168836
1996-11-01,0.9328423330511664
1996-12-01,0.08179584240614446
1997-01-01,0.10993897258796548
1997-02-01,0.30072192780506146
