time,"fraction below threshold ""mn_75kmM"""
1982-01-01,0.8995953463462659
1982-02-01,0.6410133858678017
1982-03-01,0.5030270014602318
1982-04-01,0.7898086727368475
1982-05-01,0.8556939842131273
1982-06-01,0.6589791898763467
1982-07-01,0.09969385679164604
1982-08-01,0.0
1982-09-01,0.12735645631212708
1982-10-01,0.0
1982-11-01,0.0
1982-12-01,0.009594432063869103
1983-01-01,0.04793267795830032
1983-02-01,0.0
1983-03-01,0.0
1983-04-01,0.04820650314492767
1983-05-01,0.0
1983-06-01,0.05917875898879743
1983-07-01,0.0
1983-08-01,0.0
1983-09-01,0.06843994790690464
1983-10-01,0.0
1983-11-01,0.0
1983-12-01,0.0
1984-01-01,0.1442626648281488
1984-02-01,0.240523249824993
1984-03-01,0.06716066056393737
1984-04-01,0.5925934444642166
1984-05-01,0.01969075671517236
1984-06-01,0.34441048559852394
1984-07-01,0.35241702934033475
1984-08-01,0.0780354882548709
1984-09-01,0.1571746216166301
1984-10-01,0.010051583658960231
1984-11-01,0.10711420557800842
1984-12-01,0.2888739609004856
1985-01-01,0.4750375943273487
1985-02-01,0.9399132423564474
1985-03-01,1.0
1985-04-01,1.0
1985-05-01,0.38408441032694546
1985-06-01,0.4823985126785829
1985-07-01,0.3553539073418769
1985-08-01,0.09817291257185497
1985-09-01,0.12807798668736628
1985-10-01,0.5778021819764227
1985-11-01,0.9009437579713802
1985-12-01,0.7505383484803678
1986-01-01,0.4737390357329507
1986-02-01,0.0
1986-03-01,0.0
1986-04-01,0.508482183719735
1986-05-01,0.4231283732747416
1986-06-01,0.02913352124397633
1986-07-01,0.29575349927707856
1986-08-01,0.7959799687110398
1986-09-01,0.5887474699204834
1986-10-01,0.6669670373020979
1986-11-01,0.45948954638576495
1986-12-01,0.05748780960269741
1987-01-01,0.5620232595354747
1987-02-01,0.26914989224276403
1987-03-01,0.376318530580802
1987-04-01,0.14640737337874984
1987-05-01,0.1473081931388606
1987-06-01,0.5625468624310862
1987-07-01,0.2559899251777236
1987-08-01,0.7562500964290337
1987-09-01,0.6570313421079215
1987-10-01,0.24145509114316324
1987-11-01,0.02866539493319126
1987-12-01,0.20279854522429155
1988-01-01,0.9200335803843446
1988-02-01,0.83038979349777
1988-03-01,0.751556608926798
1988-04-01,0.9098329938546167
1988-05-01,0.0782225013194403
1988-06-01,0.049236688561896794
1988-07-01,0.4031686227014593
1988-08-01,0.7841460802029229
1988-09-01,0.9521064405195985
1988-10-01,0.6174981060402065
1988-11-01,0.24608019876420292
1988-12-01,0.8512498918227389
1989-01-01,1.0
1989-02-01,1.0
1989-03-01,1.0
1989-04-01,0.4066679819136353
1989-05-01,0.30641166678401033
1989-06-01,0.38471152654136637
1989-07-01,0.26669243028653905
1989-08-01,0.3857376343877641
1989-09-01,0.599288794549122
1989-10-01,0.5191885854972147
1989-11-01,0.5673150780159227
1989-12-01,0.2507398929584702
1990-01-01,0.8699240952232706
1990-02-01,0.9400249950293562
1990-03-01,0.8798264847128947
1990-04-01,0.4564062605201217
1990-05-01,0.8225730116977827
1990-06-01,0.0
1990-07-01,0.14859170568499006
1990-08-01,0.3739250465593684
1990-09-01,0.0
1990-10-01,0.26658010787658964
1990-11-01,0.21643356173689285
1990-12-01,0.5468205897227506
1991-01-01,0.9899484163410398
1991-02-01,0.6615662191846597
1991-03-01,0.7206825524602015
1991-04-01,0.9800082048371839
1991-05-01,1.0
1991-06-01,0.8071800642688334
1991-07-01,0.6874191186533944
1991-08-01,0.3032797827646727
1991-09-01,0.37420274658167135
1991-10-01,0.47011782972938615
1991-11-01,0.6852433563150839
1991-12-01,0.723959648727588
1992-01-01,0.9798968326820795
1992-02-01,0.0
1992-03-01,0.0
1992-04-01,0.0
1992-05-01,0.0389217013296207
1992-06-01,0.12705129142960372
1992-07-01,0.0
1992-08-01,0.1479488281320015
1992-09-01,0.4015685151833466
1992-10-01,0.2899719637392732
1992-11-01,0.03829912741653238
1992-12-01,0.24009368681039206
1993-01-01,0.9298991001939144
1993-02-01,0.3954339630896066
1993-03-01,0.1536269907059254
1993-04-01,0.0
1993-05-01,0.0
1993-06-01,0.0
1993-07-01,0.1886548824530598
1993-08-01,0.0799664196156554
1993-09-01,0.5003050588365778
1993-10-01,0.1865217932111548
1993-11-01,0.7629370626462473
1993-12-01,0.5128533768002494
1994-01-01,0.3079560835460733
1994-02-01,0.21238349761236514
1994-03-01,0.20202724811062514
1994-04-01,0.215771581358387
1994-05-01,0.14749649642910032
1994-06-01,0.13748573630049613
1994-07-01,0.41396074287222573
1994-08-01,0.020066106339297705
1994-09-01,0.07940254213340571
1994-10-01,0.25702051398515213
1994-11-01,0.7551261622375711
1994-12-01,0.9298616586974872
1995-01-01,0.621133535716129
1995-02-01,0.028704695352663276
1995-03-01,0.019110263288794175
1995-04-01,0.028704695352663276
1995-05-01,0.3157027814520734
1995-06-01,0.09992020354500368
1995-07-01,0.030117689998257934
1995-08-01,0.15006731942174104
1995-09-01,0.09870103801514261
1995-10-01,0.1976082532606737
1995-11-01,0.11680218887980591
1995-12-01,0.0
1996-01-01,0.0
1996-02-01,0.009594432063869103
1996-03-01,0.019227982605637045
1996-04-01,0.009594432063869103
1996-05-01,0.22731353265618354
1996-06-01,0.3054684972636611
1996-07-01,0.5124418915003592
1996-08-01,0.46184307707739536
1996-09-01,0.25667790760620157
1996-10-01,0.29428905259425603
1996-11-01,0.39289296395964085
1996-12-01,0.3860290226543666
1997-01-01,0.4646355236201541
1997-02-01,0.0
1997-03-01,0.30157581052059784
